label,content
__problem__,"那个，物理实验报告纸没了怎么办
"
__noproblem__,"嘶
"
__problem__,"不能借书但是可以进吗
"
__noproblem__,"老山
"
__problem__," 你是学姐吗
"
__noproblem__,"啊我不是我没有
"
__problem__,"害怕在组织里宣扬科研成果吗
"
__noproblem__,"奴隶菜单
"
__problem__,"请问跨专业课程的书本去哪里领
"
__noproblem__,"但是成绩是根据一个实验室内相对排名来的
"
__problem__,"谢谢。我似乎挺介意的。问一下，用来爬上床的那个楼梯上要不要贴垫子
"
__noproblem__,"期末就火葬场了
"
__problem__,"萌化在的么！
"
__noproblem__,"正确答案: 大红花的国度
"
__problem__," 看天下
"
__noproblem__,"+1
"
__problem__,"南大中文好像比较强
"
__noproblem__,"讲句不太好听的话，我们只是尽可能的根据往年情况尽给大家讲解分级，至于谁的水平如何，哪个省英语简单或者难不在讨论范围
"
__problem__,"为啥突然那么贵
"
__noproblem__,"[CQ:emoji,id=128514][CQ:emoji,id=128514]
"
__problem__,"没有吗
"
__noproblem__,"就一本书
"
__problem__,"请问这是怎么回事啊ai过了还能上传
"
__noproblem__,"恶毒
"
__problem__,"请问郑建明老师的信息咨询怎么样
"
__noproblem__,"当然如果自己有收音耳机可以不用买。
"
__problem__,"请问南大邮箱初始密码是身份证后六位吗，登不上去
"
__noproblem__,"那…不是…更没用了…
"
__problem__,"/托脸你要来一发吗
"
__noproblem__,"活动中心[CQ:emoji,id=10084]看pljj[CQ:emoji,id=10084]
"
__problem__,"不是搜索引擎吗
"
__noproblem__,"排到实验楼了
"
__problem__,"为啥买我
"
__noproblem__,"谢谢！
"
__problem__,"随机吗
"
__noproblem__,"...
"
__problem__,"加入有没有要求
"
__noproblem__,"大哥带带我
"
__problem__,"请问   军训上的小册子有寝室的要求，可以忽视吗
"
__noproblem__,"。。。。
"
__problem__,"有人知道路演大厅投影怎么开吗
"
__noproblem__,"都到了
"
__problem__,"请问四栋来电了吗（纠结要不要回去
"
__noproblem__,"不会不会
"
__problem__,"如果要收信的话，在哪里收呢有没有邮局或邮筒之类的地方
"
__noproblem__,"山西饼好吃啊/蹭一蹭
"
__problem__,"是不是应该写一个计科的常见问题汇总……
"
__noproblem__,"今年不知道有没有强到能让全年级都认识ta的人
"
__problem__,"谁告诉我闪照怎么发
"
__noproblem__,"每栋的宿管阿姨脾气不一样
"
__problem__,"请问一下校医院现在开门吗
"
__noproblem__,"没事儿！（在班上都没什么存在感的心委感jio很开心
"
__problem__,"请问学校里哪里有绑定银行卡的地方
"
__noproblem__,"qq电话
"
__problem__,"任何一门需要都是从零开始，不然谁天生就会先学了一半吗
"
__noproblem__,"祝99
"
__problem__,"请问电脑上一直打不开志愿者网站是什么情况。。。
"
__noproblem__,"是啊。。
"
__problem__,"请问如果我迁户口了，那我还能在原籍学车吗准备寒假报名
"
__noproblem__,"群文件里有样题和答案/斜眼笑
"
__problem__,"这个是每人一个的柜子
"
__noproblem__,"[CQ:emoji,id=128557][CQ:emoji,id=128557][CQ:emoji,id=128557]
"
__problem__,"不知道怎么弄啊(21_21)
"
__noproblem__,"拼死拼活考竞赛
"
__problem__,"你们是用ie浏览器
"
__noproblem__,"没地铁。
"
__problem__,"请问期末考试每个人的具体时间在哪可以查到呢
"
__noproblem__,"图书馆研讨间
"
__problem__,"医疗兵是什么
"
__noproblem__," 重庆话与普通话更接近。
"
__problem__,"最后一个是把屏幕当画框
"
__noproblem__,"那买点东西抽完血吃吧/托腮
"
__problem__," 你们同学
"
__noproblem__,"么得印象了
"
__problem__,"选课时间冲突的怎么办啊
"
__noproblem__,"PDF
"
__problem__," www.lmbtfy.cn/镜像网站
"
__noproblem__,"单身领
"
__problem__,"不是wplf吗
"
__noproblem__,"反正可以退就行了……
"
__problem__,"通知书有官方群吗
"
__noproblem__,"一起参加辩论吧
"
__problem__,"能考到南大还怕学不会
"
__noproblem__,"太严重了吧
"
__problem__,"明天选的新生研讨课和导学课是干嘛的
"
__noproblem__,"。。
"
__problem__,"学校里什么地方可以找到报纸
"
__noproblem__,"。。。
"
__problem__,"（不过90不是24小时吧只有世界杯那段是最晚应该是巴黎贝甜营业到晚上十二点）
"
__noproblem__,"十三周
"
__problem__,"公选课和经典导读什么时候可以开始选
"
__noproblem__,"江苏人一直觉得南大牛逼
"
__problem__,"睡觉
"
__noproblem__,"据说也是拼音文字
"
__problem__,"你想多早一般六点多一点
"
__noproblem__,"震惊！
"
__problem__,"我怎么这么不信。。
"
__noproblem__,"单身时间更长
"
__problem__,"求问形势与政策要带什么书吗我实在没有找到对应的书
"
__noproblem__,"那不一定
"
__problem__,"证件有效期是什么/笑哭
"
__noproblem__,"[CQ:face,id=39][CQ:face,id=39][CQ:face,id=39]
"
__problem__,"你后面有括号吗
"
__noproblem__,"重庆学妹疯狂搞我
"
__problem__,"四年都在仙林吗
"
__noproblem__,"还不如等新生爆照来的快
"
__problem__,"转专业难吗
"
__noproblem__,"咱们都在一栋的嘛
"
__problem__,"你们排了多久
"
__noproblem__,"可以挂号，然后跟医生说明情况开药
"
__problem__,"为啥那么执念于住宿舍
"
__noproblem__,"我到时候打算去蹭蹭课←_←
"
__problem__,"刘佩涵:我当然不准备拿hkc的红包了，怎么能为了那几块钱出卖良心
"
__noproblem__,"没有
"
__problem__,"重启指的是拔电源吗
"
__noproblem__,"还是形成自己的判断吧，别被这种带节奏的东西利用了（我关注的重点就在合法性上
"
__problem__,"身体出轨是不是还有一种可能性
"
__noproblem__,"哈哈哈哈哈
"
__problem__,"又凉了吗/斜眼笑
"
__noproblem__,"fyj好看
"
__problem__,"为什么我的登不进去
"
__noproblem__,"贷了巨款
"
__problem__,"我说怎么感觉耳熟
"
__noproblem__,"天鹰座
"
__problem__,"不是不是
"
__noproblem__,"然后全是学长
"
__problem__,"这位学长是谁
"
__noproblem__,"[CQ:emoji,id=128514]
"
__problem__,"假如、是贷款的怎么操作呀
"
__noproblem__,"What！！
"
__problem__,"叶凡你在哪里
"
__noproblem__,"好的，谢谢
"
__problem__,"入学测试必须做吗
"
__noproblem__,"的喜欢
"
__problem__,"只有我在疯狂上分吗
"
__noproblem__,"上边没这张图
"
__problem__,"有谁通过了测试吗
"
__noproblem__,"第六周开始
"
__problem__,"闭月羞花
"
__noproblem__,"选课一时爽
"
__problem__,"点击链接加入群聊【NJU AI 高代】：https://jq.qq.com/_wv=1027&amp;k=5plr8OM
"
__noproblem__,"√
"
__problem__," 有人加你吗
"
__noproblem__,"（其实我觉得都还好）
"
__problem__,"四年全住仙林
"
__noproblem__,"八月枪毙名单已经满了
"
__problem__,"/幽灵在哪可以吃饭
"
__noproblem__,"程设
"
__problem__,"教务网为什么会上不了
"
__noproblem__,"快毕业了还没脱 
"
__problem__,"请问和园大门有门禁吗
"
__noproblem__,"好的
"
__problem__,"居然怀疑我们寝室吃东西的能力
"
__noproblem__,"建议你另找解决途径
"
__problem__,"类似于六十的煮泡面。。看到有人吃，但没找到在哪儿。
"
__noproblem__,"理科要学语文么
"
__problem__,"这是啥
"
__noproblem__,"来吧
"
__problem__,"你是第一个到寝室的是吗
"
__noproblem__,"你自己去接一下就知道了，很便宜的，一大瓶大概三毛钱吧
"
__problem__,"话说迎新网是不是出了点问题呀，登录后学前测试和预报到服务都点不开
"
__noproblem__,"只有别人推选才可以抢对吧
"
__problem__,"为什么男的不能找男朋友
"
__noproblem__,"计科动漫拔尖班
"
__problem__," 你和微信公众号是同一个人吗
"
__noproblem__," 不是
"
__problem__,"不要这样好吗
"
__noproblem__," 学妹爆照。。
"
__problem__,"请问教室里为什么有暖气
"
__noproblem__,"云南的新生群群号
"
__problem__,"英语几号
"
__noproblem__,"南大军训很水的
"
__problem__,"你们有考虑过中华女子学院吗
"
__noproblem__,"体育馆
"
__problem__,"蹭课的话有没有可能被赶出去
"
__noproblem__,"几人局
"
__problem__,"不是写了方肇周吗。。。。
"
__noproblem__,"我也经常辅助mvp
"
__problem__,"那数理的有吗
"
__noproblem__,"闲得我
"
__problem__,"不应该教育部查
"
__noproblem__,"很容易过的
"
__problem__,"校医院应该会有冰袋吧（）
"
__noproblem__,"上面如果搜索不到课程的话
"
__problem__,"怎么还有人没去过网吧的
"
__noproblem__,"听说晚上总是晚归
"
__problem__,"是周一到周五都可以吗
"
__noproblem__," 大一炸了而已
"
__problem__,"你想买你的主人！赶紧醒醒吧！
"
__noproblem__,"那么
"
__problem__,"装病请病假
"
__noproblem__,"鸡皮疙瘩
"
__problem__,"通识课可以修两次吗
"
__noproblem__,"/斜眼笑
"
__problem__,"那在哪里上厕所
"
__noproblem__," 现在
"
__problem__,"是不是已经结束了
"
__noproblem__,"我也想认识他。哈哈哈
"
__problem__,"握个手
"
__noproblem__,"我也a529
"
__problem__,"讨论拆二代宝宝家里是搞fdc的
"
__noproblem__,"江苏
"
__problem__,"请问南哪课表有ios吗
"
__noproblem__,"df41来着
"
__problem__,"请问中秋节是有团学的演出吗
"
__noproblem__,"啊，可以充
"
__problem__,"其它时间不怎么要抢
"
__noproblem__,"睡了睡了
"
__problem__,"人武部
"
__noproblem__,"我嚼的还行
"
__problem__,"南京什么时候开始分垃圾
"
__noproblem__," 联通移动卡子笔记本雅思托福小语种任你选
"
__problem__,"开车去报道车可以进校园吗
"
__noproblem__,"差评
"
__problem__,"问一下分级考试的答案有人有吗。。。
"
__noproblem__,"我们教务员说这个事情会给出解答的 不过才明天上班
"
__problem__,"问一下哪个同学能借一下腰带吗
"
__noproblem__," 来吧
"
__problem__,"问一下 阅读经典退选选其他的可以吗虽然教务网上修改了，但是那个网站上没有变
"
__noproblem__,"[CQ:emoji,id=127770][CQ:emoji,id=127770][CQ:emoji,id=127770]
"
__problem__," 佛大家是都出去了好吧/笑哭
"
__noproblem__,"hhhhhh
"
__problem__,"请问食堂前排队的是社巡还是十大啊
"
__noproblem__,"水怪集会/斜眼笑
"
__problem__,"在图书馆官网上能预约吗
"
__noproblem__,"这也太棒了
"
__problem__,"翻译有网测吗
"
__noproblem__,"方向不同
"
__problem__,"请问网课是哪些啊……
"
__noproblem__,"的乱码七糟的东西所以拿行李签不方便
"
__problem__,"为什么苏北和苏南在文化认同感上那么差
"
__noproblem__,"哦
"
__problem__,"路由器在哪里买呀
"
__noproblem__,"&#91;闪照&#93;请使用新版手机QQ查看闪照。
"
__problem__,"可以去大活参观社团的活动地点吗
"
__noproblem__,"东北就行问题不大
"
__problem__,"(身为电子人，自己不能贴吗！
"
__noproblem__,"EMS单号哪来的。。我用考生号啥都查不到
"
__problem__,"请问大家，二组团APP上缴大厅的电费不能立刻有效吗
"
__noproblem__,"我小时候一起长大的一个女孩也是有泪痣
"
__problem__,"足球课的足球场就是玮华体育场吗
"
__noproblem__," 发点图看看
"
__problem__,"请问19届有官方水群吗
"
__noproblem__,"  您抽到了第63签：湖海意悠悠，烟波下钓钩，若逢龙与兔，名利一齐周。
"
__problem__,"请问学校的校史馆的开放时间是什么时候啊因为上次周末去没开，是只有工作日么
"
__noproblem__,"我去
"
__problem__," 我不善良
"
__noproblem__,"这
"
__problem__," 这个各省招办难道没给数据吗/笑哭[CQ:emoji,id=128064]
"
__noproblem__,"解签
"
__problem__,"请问现在悦读经典网站 我的课程里面没有课正常吗
"
__noproblem__,"好吧。。
"
__problem__,"请问有人知道志愿时长怎么录入吗组织方给了一个电子证明让自己录入QAQ
"
__noproblem__,"错过了几个亿[CQ:face,id=1]
"
__problem__,"这样吗
"
__noproblem__,"如果教务网只有10分事可以申诉
"
__problem__,"啊哈这是什么奇怪的观点……
"
__noproblem__,"蓝瘦
"
__problem__,"那请问如果地址就写到学校怎么办
"
__noproblem__,"（你回家方便的话回家打是会保险一些）
"
__problem__,"南京物价贵吗
"
__noproblem__,"[CQ:face,id=146]
"
__problem__,"不是，你要带什么液体易燃易爆液体禁止其他一般也不会拦着你啊，你带瓶饮料不拆也不会强迫你啊
"
__noproblem__,"这个群没几个人爆过照吧
"
__problem__,"你算什么东西
"
__noproblem__,"&#91;QQ红包&#93;你收到一个K歌红包，请在新版手机QQ查看。
"
__problem__,"网球小白可以吗
"
__noproblem__,"没有
"
__problem__,"比外面差一点
"
__noproblem__,"那没有冰箱的。。
"
__problem__,"做数学作业是不是最好要抄题
"
__noproblem__,"5A的哟
"
__problem__,"不算违禁吗
"
__noproblem__,"兴趣
"
__problem__,"线下募捐
"
__noproblem__,"开始了哟
"
__problem__,"请问把统一购买的床单送去洗，拿回的时候要怎么分辨啊
"
__noproblem__,"ai只是cs的一个方面。
"
__problem__,"学校里有古琴吗
"
__noproblem__,"我手机快没电了/幽灵
"
__problem__,"这个怎么办
"
__noproblem__,"我8配
"
__problem__,"请问图书馆125怎么走
"
__noproblem__,"tinshuoyaogaoshiqing
"
__problem__,"请问一下，今天黄老师的微积分第一层次的辅导课是在哪间教室上呀/小纠结/小纠结
"
__noproblem__,"发不正经的
"
__problem__,"我 女的 有人追吗
"
__noproblem__," 有的
"
__problem__,"你要打赏多少呢请输入正确格式：打赏@QQ 金额
"
__noproblem__,"啥玩意儿
"
__problem__,"9
"
__noproblem__,"我的天
"
__problem__,"体育课和思修课冲突了怎么办
"
__noproblem__,"没听说过+1
"
__problem__,"半天！！！
"
__noproblem__,"（不过也可以叫usb网卡）
"
__problem__,"是读一篇文章，在回答问题吗
"
__noproblem__,"那个p.nju.cn的密码是和统一认证的一样的么，显示密码无效
"
__problem__,"你姐信吗
"
__noproblem__,"英语课不选
"
__problem__,"南邮
"
__noproblem__,"求推荐一个到地铁站最快方法
"
__problem__,"25号可以进宿舍吗
"
__noproblem__,"所以不要到要停电了才想起来交电费啊
"
__problem__,"这个是读写吗
"
__noproblem__,"因为之后就不能转了
"
__problem__,"你的高超方法没对
"
__noproblem__," 小姐姐小姐姐，你是哪里的呀
"
__problem__,"表格指的是
"
__noproblem__,"qzx tql 
"
__problem__,"所以校内肯定是没地方能买到对吗
"
__noproblem__,"好兄弟
"
__problem__,"楼上这是啥
"
__noproblem__,"1000瓦的电器
"
__problem__,"请问哪里可以听听力考试的音频
"
__noproblem__,"我们系的
"
__problem__,"请问借用张心瑜办一次活动要多少钱呀
"
__noproblem__,"转专业吧
"
__problem__,"你是下药了吗
"
__noproblem__,"床可以两个人睡嘛
"
__problem__,"五毛多
"
__noproblem__,"（给这句话断句有点累2333）
"
__problem__,"请问
"
__noproblem__,"没进+1
"
__problem__,"不是有人发吗
"
__noproblem__,"我听说
"
__problem__,"25号报到有截止时间吗
"
__noproblem__,"我就看不懂了
"
__problem__,"请问在迎新系统里其他都填完了现在需要进行院系报到那一项吗还是需要26号去报到之后才用进行
"
__noproblem__,"节哀
"
__problem__,"这个体检看起来好严格。。听说查出血压偏高心率过快之类的都要去外面医院检查再开证明
"
__noproblem__,"可以找一下宿管阿姨
"
__problem__,"考试是在军训前还是军训后啊
"
__noproblem__," 老哥你下心被爆照
"
__problem__,"这么快
"
__noproblem__,"南大的拖延症我从领通知书就体会到了
"
__problem__,"那感觉成绩有问题该怎么办/泪奔
"
__noproblem__," 工资
"
__problem__,"学长学姐跨系带
"
__noproblem__,"一般来说优先考虑自己设备问题
"
__problem__,"她有男朋友
"
__noproblem__,"大家好
"
__problem__,"学校内部地图有清晰版吗找不到宿舍
"
__noproblem__,"我说的苦是这个意思/吃因为想学但是可能没有时间
"
__problem__,"我可以观战吗
"
__noproblem__,"老师说的是 项目 没有学分
"
__problem__,"问下学校里有地方给电动车充电吗
"
__noproblem__," 
"
__problem__,"我理综不怎样呀
"
__noproblem__,"庆祝群人数过千！！！
"
__problem__,"寝室能用小电锅
"
__noproblem__,"最后一水/斜眼笑
"
__problem__," 怎么看到满额的……
"
__noproblem__,"上主专。
"
__problem__,"int
"
__noproblem__,"拥抱取暖/斜眼笑
"
__problem__,"瑜伽课在哪里上 体质测量室在哪里...
"
__noproblem__,"原名很仙的
"
__problem__,"锁没电了
"
__noproblem__,"我靠
"
__problem__,"请问跨院系暑期课程抽签结果什么时候出来
"
__noproblem__,"我又不是纯正的月球人/斜眼笑
"
__problem__,"大家有准备上托福的吗
"
__noproblem__,"答 流星雨
"
__problem__,"请问下个学期会开设建筑专业的准入课程吗
"
__noproblem__,"碰上政治改革
"
__problem__,"求问，正在5号楼底下移动营业厅办电话卡，她说要拍身份证实名验证，可以拍吗……
"
__noproblem__,"等我几秒钟
"
__problem__,"请问除了用电子资源还能干什么 
"
__noproblem__,"进门右转坐电梯到四楼再右转
"
__problem__,"请问一下南大有相关的六级弃考影响下一次报名的政策吗
"
__noproblem__,"我不是学姐！
"
__problem__,"最早可以几点啊…六点吗
"
__noproblem__,"自己学自己做
"
__problem__,"不是传说中南方都没有暖气吗
"
__noproblem__,"他敢灌水
"
__problem__,"为啥暂无信息呢
"
__noproblem__,"谢谢大佬
"
__problem__,"家长群
"
__noproblem__,"我五个满级号
"
__problem__,"我会算命。你算什么[CQ:face,id=182]没别的意思哈
"
__noproblem__,"不用
"
__problem__,"那就是先多选一点是吗
"
__noproblem__,"我记得要收的。
"
__problem__,"那为什么在上海开酒楼啊
"
__noproblem__,"我一般不主动扩
"
__problem__,"diy是啥
"
__noproblem__,"谢谢，已删
"
__problem__,"话说进去允许带电脑吗
"
__noproblem__,"看见厂长我就等着投降
"
__problem__,"问一下紫荆网咨询群的验证答案是啥
"
__noproblem__,"插座坏了
"
__problem__,"请问下仙林和鼓楼校区是怎么分的。。。
"
__noproblem__,"看来是我太笨了，打扰了……
"
__problem__,"小高考不及格会怎么样
"
__noproblem__,"其实晚一点也可以吧
"
__problem__," 可它上面的指示要求是“次日”，那就是今天……9号再弄会不会钱已经被吃了[CQ:face,id=5]
"
__noproblem__,"早点买
"
__problem__,"现在去来得及吗……
"
__noproblem__,"请
"
__problem__,"英语分级考试的结果能保证在抽签前出吗
"
__noproblem__,"算了我给你20
"
__problem__,"请问学校的微信图书馆的账号和密码是什么
"
__noproblem__,"2点
"
__problem__,"哇这么爽。
"
__noproblem__,"我就吃了个
"
__problem__,"确定吗
"
__noproblem__,"吓死我了
"
__problem__,"教务网不是只有时间吗
"
__noproblem__,"原来助手是男生。。
"
__problem__,"讨论高中数学
"
__noproblem__,"哈哈
"
__problem__," 有什么问题要问吗
"
__noproblem__," 戏真多
"
__problem__,"我想问，如果是寄信的话，地址写哪，又要到哪里去取(●—●)
"
__noproblem__,"[CQ:face,id=182]
"
__problem__,"弱弱问一句更新系统好吗
"
__noproblem__,"如果
"
__problem__,"洗衣房在哪里
"
__noproblem__,"地方不一样啊/笑哭仙林的是仙林校区，鼓楼的是鼓楼校区/笑哭
"
__problem__,"下雨不军训在教室呆着
"
__noproblem__,"上得去嘛
"
__problem__,"吗
"
__noproblem__,"黄仁宇的大历史观
"
__problem__,"买假发吗兄弟
"
__noproblem__," 可以改，但是会降低你的优先级
"
__problem__,"从昨天到今天都登不上统一身份认证，请问是校园网的问题吗
"
__noproblem__,"不爆肝
"
__problem__,"那个是必须要做的吗
"
__noproblem__,"还是不上广东牌了
"
__problem__,"请问校园卡丢了还能去图书馆吗
"
__noproblem__,"如果你不是强迫症的话，那应该没什么影响
"
__problem__,"来一张吗
"
__noproblem__,"谢谢 
"
__problem__,"谁知道哪天开学呀
"
__noproblem__,"+1
"
__problem__,"请问一下，大一的时候，智慧树在线课程注册时，院系怎么填呀
"
__noproblem__,"感觉好多都想选
"
__problem__,"宿管看不到吗
"
__noproblem__,"因为以前没有遇到过这种
"
__problem__,"现在不需要办理是吗开学好像人很多
"
__noproblem__,"不是，选课已经结束了嘛
"
__problem__,"9月30日上周五的课，按第几周处理
"
__noproblem__,"造反
"
__problem__,"怎么破
"
__noproblem__,"长沙差不多也这样
"
__problem__,"为什么研讨课显示是自由时间自由地点…
"
__noproblem__,"不化妆的
"
__problem__,"一直吗
"
__noproblem__,"明白
"
__problem__,"吗
"
__noproblem__,"感觉这个群就我最乖…
"
__problem__,"你没有主人啊，跟空气造反吗！
"
__noproblem__,"以我为中心缩圈
"
__problem__,"那个，大一学的c程序用什么版本的书
"
__noproblem__,"照理说到期了但我试了下还可以用
"
__problem__,"营业厅
"
__noproblem__,"今天住那
"
__problem__,"留学生公寓是不是也能定
"
__noproblem__,"查询 
"
__problem__,"今晚有希望出来吗
"
__noproblem__,"太恐怖了
"
__problem__," 没找到吗。。
"
__noproblem__,"这个我没听过……
"
__problem__,"体育课补选一般是哪些课啊
"
__noproblem__,"我怕了
"
__problem__,"上网密码错误怎么办
"
__noproblem__,"直接点儿
"
__problem__,"不是有好几张都这样吗/斜眼笑
"
__noproblem__,"别瞎期待些有的没的就是了……
"
__problem__,"请问有人捡到一个左边透明卡槽是空的黑色钱包吗
"
__noproblem__,"（家里有矿，豪无人性）
"
__problem__,"少了我
"
__noproblem__,"抽签
"
__problem__,"你手机有找回功能吗
"
__noproblem__,"还是这样
"
__problem__,"喵喵喵
"
__noproblem__,"上课风格 学习方式 学习资料
"
__problem__,"明天抽血吗
"
__noproblem__,"也不用 他俩就可以了
"
__problem__,"我不知道你在急什么，上午才发的文件下午学校就能出的吗
"
__noproblem__," 哪里都是汉子
"
__problem__," 寄出的EMS订单号不跟我们说一声吗[CQ:sface,id=720931]
"
__noproblem__,"1……
"
__problem__,"请问学校医院可以打狂犬疫苗吗
"
__noproblem__,"学化学和物理的
"
__problem__,"是不是叫李颖的会被钦定
"
__noproblem__," 一般是在大一大二的第二学期。有的专业会有笔试面试，具体情况可咨询目标院系的教务员
"
__problem__,"这俩没啥关系吧
"
__noproblem__,"哈哈哈哈
"
__problem__,"附送地铁卡
"
__noproblem__,"是的
"
__problem__,"/笑哭/笑哭管理怕不是会错了意思，只是想接待同一所高中毕业又来同一个院系的学弟学妹。。。这个可以吗还是完全随机分配
"
__noproblem__,"害
"
__problem__,"社团文化节是什么时候
"
__noproblem__,"/小纠结嗯嗯，谢谢了
"
__problem__," 请问床是上下铺不是上床下桌吗
"
__noproblem__,"  资产[CQ:face,id=136]排行[CQ:emoji,id=127942]
"
__problem__,"怎么会是必须领呢/笑哭
"
__noproblem__,"看天气了
"
__problem__,"请问如果我现在选择第二专业的意向，还能转专业吗
"
__noproblem__,"是呢
"
__problem__,"公选课就不会冲突对吗
"
__noproblem__,"水饺馄饨面条粉丝你都可以不放酱油辣椒
"
__problem__,"应该不怎么样
"
__noproblem__,"/笑哭
"
__problem__,"体育课必须每周上三节吗
"
__noproblem__,"不要女汉子
"
__problem__,"卧槽
"
__noproblem__,"那个小姐姐可好看了
"
__problem__,"带领
"
__noproblem__,"走了两个小时
"
__problem__,"你是这么寄的吗
"
__noproblem__," 真的[CQ:face,id=182]
"
__problem__,"所有网站都这样
"
__noproblem__,"gkd
"
__problem__,"吼滴，系统会提示你吗
"
__noproblem__,"  欢迎欢迎！
"
__problem__,"这算经典悦读吗
"
__noproblem__,"敬文学活动中心七楼人武部
"
__problem__," 原来这是一个学科
"
__noproblem__,"考完我就来南京
"
__problem__,"请问退课是什么操作
"
__noproblem__,"阿炳
"
__problem__,"问问 体育部/体育老师/你们院学生会体育部
"
__noproblem__,"超长备注
"
__problem__,"她问 是不是地板革
"
__noproblem__,"没热水是什么鬼[CQ:face,id=182]
"
__problem__,"什么这么便宜的吗
"
__noproblem__,"唉
"
__problem__,"我们系两百八
"
__noproblem__,"/斜眼笑
"
__problem__,"有会做饭的小哥哥吗
"
__noproblem__,"尽量别砸吧hhh，都是公共财产。
"
__problem__,"在4
"
__noproblem__,"南京大学纪念改革开放40周年暨“一二·九”运动83周年合唱比赛将于12月9日（本周日）下午14:00在仙林校区恩玲剧场举办。
"
__problem__,"枫叶红了吗
"
__noproblem__,"南小宝整我
"
__problem__,"学校真的……没有粥吗……
"
__noproblem__,"掉段了
"
__problem__,"请问这个怎么填
"
__noproblem__,"开卷更难
"
__problem__,"商学院25号晚上给新生开会
"
__noproblem__,"然后就不玩了 然后这个学期玩了端游哦豁
"
__problem__,"军训请假一下午有关系吗
"
__noproblem__,"大概
"
__problem__,"恩
"
__noproblem__," 我说的一楼是从靠近十食堂那边的门进去的教室，不用刷卡也不用上台阶/幽灵
"
__problem__,"还要做引体向上。。。。
"
__noproblem__,"每年都有
"
__problem__,"听说不是特别好
"
__noproblem__,"我到家了
"
__problem__,"。。。去年老师不是说的因为我们学院对跨专业不作要求所以已经选了的学分计入14学分吗
"
__noproblem__,"  您抽到了第37签：万马归元，千猿朝洞，虎伏龙降，道高德重。
"
__problem__,"刚刚选课的时候我本想在“专业选课”里补选文院的课，可是不小心点错了，在“跨专业选课”里选了文院的课，请问这样可以咩/拍桌/拍桌
"
__noproblem__,"吃鸡的面对面建群7979
"
__problem__,"请问考试地点有俩教室，是随便选一个坐么
"
__noproblem__,"家不在怀仁
"
__problem__," 暮色森林试过吗
"
__noproblem__,"思修第一节课
"
__problem__,"有人知道南大青协和红会会长的联系方式吗/托腮
"
__noproblem__,"什么叫每一门课的绩点。
"
__problem__,"所以有没有人科普一下中秋节活动是啥(小声bb)
"
__noproblem__,"没问题
"
__problem__,"有学长学姐知道南大三栋楼菜鸟驿站的联系电话吗
"
__noproblem__,"你再好好想想有没有区别
"
__problem__,"南京本省招的嘛
"
__noproblem__,"去吧，少年
"
__problem__,"想问健身房在哪
"
__noproblem__,"毕竟是少数人才有的特权/doge
"
__problem__,"请问明天体育课选课在教务网哪里选
"
__noproblem__,"痴汉
"
__problem__,"炸弹ddl不是开学吗
"
__noproblem__,"(头脑风暴开始了/斜眼笑)
"
__problem__,"你们都是连续说完陈述的
"
__noproblem__,"时间
"
__problem__,"超级课程表准吗
"
__noproblem__,"鼓楼。
"
__problem__,"有化生的学长学姐吗
"
__noproblem__,"我刚醒，现在有点慌
"
__problem__,"顺便想问一下停课或者是调课会在哪里有公布信息吗
"
__noproblem__,"/笑哭/笑哭/笑哭
"
__problem__,"哦
"
__noproblem__,"不建议而已
"
__problem__,"风油精我好像 那啥
"
__noproblem__,"你们也被劝啊[CQ:emoji,id=128514]
"
__problem__,"为什么通识课那里是空白啊
"
__noproblem__,"今年在我们那是单独招生，不是很清楚政策
"
__problem__,"请问宿舍床是搬得动的吗
"
__noproblem__,"谢谢学长！！
"
__problem__,"为啥超级课程表里面通识课，体育课没有录入。。。
"
__noproblem__,"……我就是个女的
"
__problem__,"这个耳机只能用两环的耳机插头三环的一点声音都没有
"
__noproblem__,"我们真的不嚣张
"
__problem__,"想问一下如果想辅修本大类内部某个专业的要设置专业意向吗
"
__noproblem__,"考英语
"
__problem__,"请问有人知道 诗与思:德语近现代人文经典悦读 在哪个教室上课吗
"
__noproblem__,"酒店里充满了笑声
"
__problem__,"7:10是不是就是身份证那个比例啊
"
__noproblem__,"哇可以
"
__problem__,"话说王润川是那个王润川
"
__noproblem__,"谢谢你
"
__problem__,"南京哪个超市比较大有各种特产卖呀～
"
__noproblem__,"食堂还可以8
"
__problem__," 为啥啊
"
__noproblem__,"目前没有野猪伤人事件不代表不会伤人
"
__problem__,"坟墓吗
"
__noproblem__,"tql
"
__problem__,"我应该怎么知道自己是哪一个理科实验班....
"
__noproblem__,"欣慰
"
__problem__,"之前群里有学长说大约明天上午能好（）
"
__noproblem__," 是这个道理
"
__problem__,"傻
"
__noproblem__,"a2a大1大a大
"
__problem__,"请问游泳课是需要额外交费的嘛
"
__noproblem__,"倒也是/幽灵
"
__problem__,"请问哪里可以找到计科的课表
"
__noproblem__,"那个7月1号开始的课
"
__problem__,"仙二101在上什么课啊，有人知道吗
"
__noproblem__,"总结的经验
"
__problem__,"这是啥
"
__noproblem__,"上课太困了睡着了
"
__problem__,"想找人一起学雅思，还差一个人就可以八折了，有小哥哥小姐姐一起学雅思托福吗
"
__noproblem__,"100
"
__problem__,"有人在吗
"
__noproblem__,"是非难辨
"
__problem__,"不会吧！我们高中好歹还有呢
"
__noproblem__,"你看一下
"
